"","TAXON","ORDER","FAMILY","HYP","LOP","FCT_HOD","FCT_AL","FCT_OL","FCT_SF","FCT_OT","FCT_CM","last_checked","last_update","FaName"
"1","Antilocapra americana","Artiodactyla ","Antilocapridae ",3,2,1,0,1,0,0,0,NA,NA,"Antilocapra_americana"
"2","Addax nasomaculatus      ","Artiodactyla    ","Bovidae ",3,2,1,0,1,1,0,0,NA,NA,"Addax_nasomaculatus      "
"3","Aepyceros melampus","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Aepyceros_melampus"
"4","Alcelaphus buselaphus","Artiodactyla","Bovidae",3,2,1,0,1,0,1,0,NA,NA,"Alcelaphus_buselaphus"
"5","Alcelaphus caama","Artiodactyla","Bovidae",3,NA,1,0,1,0,1,0,NA,NA,"Alcelaphus_caama"
"6","Alcelaphus lichtensteinii","Artiodactyla","Bovidae",3,2,1,0,1,0,1,0,NA,NA,"Alcelaphus_lichtensteinii"
"7","Ammodorcas clarkei","Artiodactyla","Bovidae",1,2,1,0,1,0,0,0,NA,NA,"Ammodorcas_clarkei"
"8","Ammotragus lervia","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Ammotragus_lervia"
"9","Antidorcas marsupialis","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Antidorcas_marsupialis"
"10","Antilope cervicapra","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Antilope_cervicapra"
"11","Beatragus hunteri","Artiodactyla","Bovidae",3,2,1,0,1,0,1,0,NA,NA,"Beatragus_hunteri"
"12","Bison bison","Artiodactyla","Bovidae",3,2,1,0,1,0,1,0,NA,NA,"Bison_bison"
"13","Bison bonasus","Artiodactyla","Bovidae",3,2,1,0,1,0,1,0,NA,NA,"Bison_bonasus"
"14","Bos frontalis","Artiodactyla","Bovidae",3,2,1,0,1,0,1,1,NA,NA,"Bos_frontalis"
"15","Bos grunniens","Artiodactyla","Bovidae",3,2,1,0,1,0,1,1,NA,NA,"Bos_grunniens"
"16","Bos javanicus","Artiodactyla","Bovidae",3,2,1,0,1,0,1,1,NA,NA,"Bos_javanicus"
"17","Bos sauveli","Artiodactyla","Bovidae",3,2,1,0,1,0,1,1,NA,NA,"Bos_sauveli"
"18","Bos taurus","Artiodactyla","Bovidae",3,2,1,0,1,0,1,1,NA,NA,"Bos_taurus"
"19","Boselaphus tragocamelus","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Boselaphus_tragocamelus"
"20","Bubalus bubalis","Artiodactyla","Bovidae",3,2,1,0,1,0,1,1,NA,NA,"Bubalus_bubalis"
"21","Bubalus depressicornis","Artiodactyla","Bovidae",3,2,1,0,1,0,1,1,NA,NA,"Bubalus_depressicornis"
"22","Bubalus mindorensis","Artiodactyla","Bovidae",3,2,1,0,1,0,1,1,NA,NA,"Bubalus_mindorensis"
"23","Bubalus quarlesi","Artiodactyla","Bovidae",3,2,1,0,1,0,1,1,NA,NA,"Bubalus_quarlesi"
"24","Budorcas taxicolor","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Budorcas_taxicolor"
"25","Capra caucasica","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Capra_caucasica"
"26","Capra cylindricornis","Artiodactyla","Bovidae",3,NA,1,0,1,0,0,0,NA,NA,"Capra_cylindricornis"
"27","Capra falconeri","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Capra_falconeri"
"28","Capra hircus","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Capra_hircus"
"29","Capra ibex","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Capra_ibex"
"30","Capra nubiana","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Capra_nubiana"
"31","Capra pyrenaica","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Capra_pyrenaica"
"32","Capra sibirica","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Capra_sibirica"
"33","Capra walie","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Capra_walie"
"34","Capricornis crispus","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Capricornis_crispus"
"35","Capricornis milneedwardsii","Artiodactyla","Bovidae",3,NA,1,0,1,0,0,0,NA,NA,"Capricornis_milneedwardsii"
"36","Capricornis rubidus","Artiodactyla","Bovidae",3,NA,1,0,1,0,0,0,NA,NA,"Capricornis_rubidus"
"37","Capricornis sumatraensis","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Capricornis_sumatraensis"
"38","Capricornis swinhoei","Artiodactyla","Bovidae",2,2,1,0,1,0,0,0,NA,NA,"Capricornis_swinhoei"
"39","Capricornis thar","Artiodactyla","Bovidae",3,NA,1,0,1,0,0,0,NA,NA,"Capricornis_thar"
"40","Cephalophus adersi","Artiodactyla","Bovidae",2,2,1,0,1,1,0,0,NA,NA,"Cephalophus_adersi"
"41","Cephalophus brookei","Artiodactyla","Bovidae",2,NA,1,0,1,1,0,0,NA,NA,"Cephalophus_brookei"
"42","Cephalophus callipygus","Artiodactyla","Bovidae",2,2,1,0,1,1,0,0,NA,NA,"Cephalophus_callipygus"
"43","Cephalophus dorsalis","Artiodactyla","Bovidae",2,2,1,0,1,1,0,0,NA,NA,"Cephalophus_dorsalis"
"44","Cephalophus harveyi","Artiodactyla","Bovidae",2,2,1,0,1,1,0,0,NA,NA,"Cephalophus_harveyi"
"45","Cephalophus jentinki","Artiodactyla","Bovidae",2,2,1,0,1,1,0,0,NA,NA,"Cephalophus_jentinki"
"46","Cephalophus leucogaster","Artiodactyla","Bovidae",2,2,1,0,1,1,0,0,NA,NA,"Cephalophus_leucogaster"
"47","Cephalophus maxwellii","Artiodactyla","Bovidae",1,NA,1,0,1,0,0,0,NA,NA,"Cephalophus_maxwellii"
"48","Cephalophus natalensis","Artiodactyla","Bovidae",2,2,1,0,1,1,0,0,NA,NA,"Cephalophus_natalensis"
"49","Cephalophus niger","Artiodactyla","Bovidae",2,2,1,0,1,1,0,0,NA,NA,"Cephalophus_niger"
"50","Cephalophus nigrifrons","Artiodactyla","Bovidae",2,2,1,0,1,1,0,0,NA,NA,"Cephalophus_nigrifrons"
"51","Cephalophus ogilbyi","Artiodactyla","Bovidae",2,2,1,0,1,1,0,0,NA,NA,"Cephalophus_ogilbyi"
"52","Cephalophus rufilatus","Artiodactyla","Bovidae",2,2,1,0,1,1,0,0,NA,NA,"Cephalophus_rufilatus"
"53","Cephalophus silvicultor","Artiodactyla","Bovidae",2,2,1,0,1,1,0,0,NA,NA,"Cephalophus_silvicultor"
"54","Cephalophus spadix","Artiodactyla","Bovidae",2,2,1,0,1,1,0,0,NA,NA,"Cephalophus_spadix"
"55","Cephalophus weynsi","Artiodactyla","Bovidae",2,2,1,0,1,1,0,0,NA,NA,"Cephalophus_weynsi"
"56","Cephalophus zebra","Artiodactyla","Bovidae",2,2,1,0,1,1,0,0,NA,NA,"Cephalophus_zebra"
"57","Connochaetes gnou","Artiodactyla","Bovidae",3,2,1,0,1,0,1,0,NA,NA,"Connochaetes_gnou"
"58","Connochaetes taurinus","Artiodactyla","Bovidae",3,2,1,0,1,0,1,0,NA,NA,"Connochaetes_taurinus"
"59","Damaliscus korrigum","Artiodactyla","Bovidae",3,2,1,0,1,0,1,0,NA,NA,"Damaliscus_korrigum"
"60","Damaliscus lunatus","Artiodactyla","Bovidae",3,2,1,0,1,0,1,0,NA,NA,"Damaliscus_lunatus"
"61","Damaliscus pygargus","Artiodactyla","Bovidae",3,2,1,0,1,0,1,0,NA,NA,"Damaliscus_pygargus"
"62","Damaliscus superstes","Artiodactyla","Bovidae",3,NA,1,0,1,0,1,0,NA,NA,"Damaliscus_superstes"
"63","Dorcatragus megalotis","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Dorcatragus_megalotis"
"64","Eudorcas rufifrons","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Eudorcas_rufifrons"
"65","Eudorcas rufina","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Eudorcas_rufina"
"66","Eudorcas thomsonii","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Eudorcas_thomsonii"
"67","Gazella arabica","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Gazella_arabica"
"68","Gazella bennettii","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Gazella_bennettii"
"69","Gazella cuvieri","Artiodactyla","Bovidae",2,2,1,0,1,0,0,0,NA,NA,"Gazella_cuvieri"
"70","Gazella dorcas","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Gazella_dorcas"
"71","Gazella erlangeri","Artiodactyla","Bovidae",3,NA,1,0,1,0,0,0,NA,NA,"Gazella_erlangeri"
"72","Gazella gazella","Artiodactyla","Bovidae",2,2,1,0,1,0,0,0,NA,NA,"Gazella_gazella"
"73","Gazella leptoceros","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Gazella_leptoceros"
"74","Gazella saudiya","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Gazella_saudiya"
"75","Gazella spekei","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Gazella_spekei"
"76","Gazella subgutturosa","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Gazella_subgutturosa"
"77","Hemitragus hylocrius","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Hemitragus_hylocrius"
"78","Hemitragus jayakari","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Hemitragus_jayakari"
"79","Hemitragus jemlahicus","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Hemitragus_jemlahicus"
"80","Hippotragus equinus","Artiodactyla","Bovidae",3,2,1,0,1,1,0,0,NA,NA,"Hippotragus_equinus"
"81","Hippotragus leucophaeus","Artiodactyla","Bovidae",3,2,1,0,1,1,0,0,NA,NA,"Hippotragus_leucophaeus"
"82","Hippotragus niger","Artiodactyla","Bovidae",3,2,1,0,1,1,0,0,NA,NA,"Hippotragus_niger"
"83","Kobus ellipsiprymnus","Artiodactyla","Bovidae",3,2,1,0,1,1,0,0,NA,NA,"Kobus_ellipsiprymnus"
"84","Kobus kob","Artiodactyla","Bovidae",3,2,1,0,1,1,0,1,NA,NA,"Kobus_kob"
"85","Kobus leche","Artiodactyla","Bovidae",3,2,1,0,1,1,0,1,NA,NA,"Kobus_leche"
"86","Kobus megaceros","Artiodactyla","Bovidae",3,2,1,0,1,1,0,0,NA,NA,"Kobus_megaceros"
"87","Kobus vardonii","Artiodactyla","Bovidae",3,2,1,0,1,1,0,0,NA,NA,"Kobus_vardonii"
"88","Litocranius walleri","Artiodactyla","Bovidae",2,2,1,0,1,0,0,0,NA,NA,"Litocranius_walleri"
"89","Madoqua guentheri","Artiodactyla","Bovidae",2,2,1,0,1,0,0,0,NA,NA,"Madoqua_guentheri"
"90","Madoqua kirkii","Artiodactyla","Bovidae",2,2,1,0,1,0,0,0,NA,NA,"Madoqua_kirkii"
"91","Madoqua piacentinii","Artiodactyla","Bovidae",2,2,1,0,1,0,0,0,NA,NA,"Madoqua_piacentinii"
"92","Madoqua saltiana","Artiodactyla","Bovidae",2,2,1,0,1,0,0,0,NA,NA,"Madoqua_saltiana"
"93","Naemorhedus baileyi","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Naemorhedus_baileyi"
"94","Naemorhedus caudatus","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Naemorhedus_caudatus"
"95","Naemorhedus goral","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Naemorhedus_goral"
"96","Naemorhedus griseus","Artiodactyla","Bovidae",3,NA,1,0,1,0,0,0,NA,NA,"Naemorhedus_griseus"
"97","Naemorhedus sumatraensis","Artiodactyla","Bovidae",3,NA,1,0,1,0,0,0,NA,NA,"Naemorhedus_sumatraensis"
"98","Nanger dama","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Nanger_dama"
"99","Nanger granti","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Nanger_granti"
"100","Nanger soemmerringii","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Nanger_soemmerringii"
"101","Neotragus batesi","Artiodactyla","Bovidae",2,2,1,0,1,0,0,0,NA,NA,"Neotragus_batesi"
"102","Neotragus moschatus","Artiodactyla","Bovidae",2,2,1,0,1,0,0,0,NA,NA,"Neotragus_moschatus"
"103","Neotragus pygmaeus","Artiodactyla","Bovidae",2,2,1,0,1,0,0,0,NA,NA,"Neotragus_pygmaeus"
"104","Oreamnos americanus","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Oreamnos_americanus"
"105","Oreotragus oreotragus","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Oreotragus_oreotragus"
"106","Oryx beisa","Artiodactyla","Bovidae",3,2,1,0,1,1,1,0,NA,NA,"Oryx_beisa"
"107","Oryx dammah","Artiodactyla","Bovidae",3,2,1,0,1,1,0,0,NA,NA,"Oryx_dammah"
"108","Oryx gazella","Artiodactyla","Bovidae",3,2,1,0,1,1,0,0,NA,NA,"Oryx_gazella"
"109","Oryx leucoryx","Artiodactyla","Bovidae",3,2,1,0,1,1,0,0,NA,NA,"Oryx_leucoryx"
"110","Ourebia ourebi","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Ourebia_ourebi"
"111","Ovibos moschatus","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Ovibos_moschatus"
"112","Ovis ammon","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Ovis_ammon"
"113","Ovis aries","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Ovis_aries"
"114","Ovis canadensis","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Ovis_canadensis"
"115","Ovis dalli","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Ovis_dalli"
"116","Ovis nivicola","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Ovis_nivicola"
"117","Pantholops hodgsonii","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Pantholops_hodgsonii"
"118","Pelea capreolus","Artiodactyla","Bovidae",3,2,1,0,1,1,0,0,NA,NA,"Pelea_capreolus"
"119","Philantomba maxwellii","Artiodactyla","Bovidae",1,2,1,0,1,0,0,0,NA,NA,"Philantomba_maxwellii"
"120","Philantomba monticola","Artiodactyla","Bovidae",1,2,1,0,1,0,0,0,NA,NA,"Philantomba_monticola"
"121","Procapra gutturosa","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Procapra_gutturosa"
"122","Procapra picticaudata","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Procapra_picticaudata"
"123","Procapra przewalskii","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Procapra_przewalskii"
"124","Pseudois nayaur","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Pseudois_nayaur"
"125","Pseudois schaeferi","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Pseudois_schaeferi"
"126","Pseudoryx nghetinhensis","Artiodactyla","Bovidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudoryx_nghetinhensis"
"127","Raphicerus campestris","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Raphicerus_campestris"
"128","Raphicerus melanotis","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Raphicerus_melanotis"
"129","Raphicerus sharpei","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Raphicerus_sharpei"
"130","Redunca arundinum","Artiodactyla","Bovidae",3,2,1,0,1,1,0,1,NA,NA,"Redunca_arundinum"
"131","Redunca fulvorufula","Artiodactyla","Bovidae",3,2,1,0,1,1,0,1,NA,NA,"Redunca_fulvorufula"
"132","Redunca redunca","Artiodactyla","Bovidae",3,2,1,0,1,1,0,1,NA,NA,"Redunca_redunca"
"133","Rupicapra pyrenaica","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Rupicapra_pyrenaica"
"134","Rupicapra rupicapra","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Rupicapra_rupicapra"
"135","Saiga borealis","Artiodactyla","Bovidae",3,NA,1,0,1,0,0,0,NA,NA,"Saiga_borealis"
"136","Saiga tatarica","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Saiga_tatarica"
"137","Sylvicapra grimmia","Artiodactyla","Bovidae",2,2,1,0,1,0,0,0,NA,NA,"Sylvicapra_grimmia"
"138","Syncerus caffer","Artiodactyla","Bovidae",3,2,1,0,1,0,1,0,NA,NA,"Syncerus_caffer"
"139","Taurotragus derbianus","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Taurotragus_derbianus"
"140","Taurotragus oryx","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Taurotragus_oryx"
"141","Tetracerus quadricornis","Artiodactyla","Bovidae",3,2,1,0,1,0,0,0,NA,NA,"Tetracerus_quadricornis"
"142","Tragelaphus angasii","Artiodactyla","Bovidae",2,2,1,0,1,0,0,0,NA,NA,"Tragelaphus_angasii"
"143","Tragelaphus buxtoni","Artiodactyla","Bovidae",1,2,1,0,1,0,0,0,NA,NA,"Tragelaphus_buxtoni"
"144","Tragelaphus eurycerus","Artiodactyla","Bovidae",2,2,1,0,1,0,0,0,NA,NA,"Tragelaphus_eurycerus"
"145","Tragelaphus imberbis","Artiodactyla","Bovidae",2,2,1,0,1,0,0,0,NA,NA,"Tragelaphus_imberbis"
"146","Tragelaphus scriptus","Artiodactyla","Bovidae",2,2,1,0,1,0,0,0,NA,NA,"Tragelaphus_scriptus"
"147","Tragelaphus spekii","Artiodactyla","Bovidae",2,2,1,0,1,0,0,0,NA,NA,"Tragelaphus_spekii"
"148","Tragelaphus strepsiceros","Artiodactyla","Bovidae",2,2,1,0,1,0,0,0,NA,NA,"Tragelaphus_strepsiceros"
"149","Camelus bactrianus","Artiodactyla","Camelidae",3,2,1,0,1,0,0,0,NA,NA,"Camelus_bactrianus"
"150","Camelus dromedarius","Artiodactyla","Camelidae",3,2,1,0,1,0,0,0,NA,NA,"Camelus_dromedarius"
"151","Lama glama","Artiodactyla","Camelidae",3,2,1,0,1,0,0,0,NA,NA,"Lama_glama"
"152","Lama guanicoe","Artiodactyla","Camelidae",3,NA,1,0,1,0,0,0,NA,NA,"Lama_guanicoe"
"153","Lama pacos","Artiodactyla","Camelidae",3,NA,1,0,1,0,0,0,NA,NA,"Lama_pacos"
"154","Vicugna vicugna","Artiodactyla","Camelidae",3,2,1,0,1,0,0,0,NA,NA,"Vicugna_vicugna"
"155","Alces alces","Artiodactyla","Cervidae",1,2,1,0,1,0,0,0,NA,NA,"Alces_alces"
"156","Alces americanus","Artiodactyla","Cervidae",1,NA,1,0,1,0,0,0,NA,NA,"Alces_americanus"
"157","Axis axis","Artiodactyla","Cervidae",2,2,1,0,1,1,0,0,NA,NA,"Axis_axis"
"158","Axis calamianensis","Artiodactyla","Cervidae",2,2,1,0,1,1,0,0,NA,NA,"Axis_calamianensis"
"159","Axis kuhlii","Artiodactyla","Cervidae",2,2,1,0,1,1,0,0,NA,NA,"Axis_kuhlii"
"160","Axis porcinus","Artiodactyla","Cervidae",2,2,1,0,1,1,0,0,NA,NA,"Axis_porcinus"
"161","Blastocerus dichotomus","Artiodactyla","Cervidae",1,2,1,0,1,0,0,0,NA,NA,"Blastocerus_dichotomus"
"162","Capreolus capreolus","Artiodactyla","Cervidae",1,2,1,0,1,0,0,0,NA,NA,"Capreolus_capreolus"
"163","Capreolus pygargus","Artiodactyla","Cervidae",1,2,1,0,1,0,0,0,NA,NA,"Capreolus_pygargus"
"164","Cervus duvaucelii","Artiodactyla","Cervidae",2,NA,1,0,1,1,0,0,NA,NA,"Cervus_duvaucelii"
"165","Cervus elaphus","Artiodactyla","Cervidae",2,2,1,0,1,1,0,0,NA,NA,"Cervus_elaphus"
"166","Cervus nippon","Artiodactyla","Cervidae",2,2,1,0,1,1,0,0,NA,NA,"Cervus_nippon"
"167","Dama dama","Artiodactyla","Cervidae",1,2,1,0,1,0,0,0,NA,NA,"Dama_dama"
"168","Dama mesopotamica","Artiodactyla","Cervidae",1,NA,1,0,1,0,0,0,NA,NA,"Dama_mesopotamica"
"169","Elaphodus cephalophus","Artiodactyla","Cervidae",1,2,1,0,1,1,0,0,NA,NA,"Elaphodus_cephalophus"
"170","Elaphurus davidianus","Artiodactyla","Cervidae",1,2,1,0,1,1,0,0,NA,NA,"Elaphurus_davidianus"
"171","Hippocamelus antisensis","Artiodactyla","Cervidae",1,2,1,0,1,0,0,0,NA,NA,"Hippocamelus_antisensis"
"172","Hippocamelus bisulcus","Artiodactyla","Cervidae",1,2,1,0,1,0,0,0,NA,NA,"Hippocamelus_bisulcus"
"173","Hydropotes inermis","Artiodactyla","Cervidae",1,2,1,0,1,0,0,0,NA,NA,"Hydropotes_inermis"
"174","Mazama americana","Artiodactyla","Cervidae",1,2,1,0,1,0,0,0,NA,NA,"Mazama_americana"
"175","Mazama bororo","Artiodactyla","Cervidae",1,NA,1,0,1,0,0,0,NA,NA,"Mazama_bororo"
"176","Mazama bricenii","Artiodactyla","Cervidae",1,2,1,0,1,0,0,0,NA,NA,"Mazama_bricenii"
"177","Mazama chunyi","Artiodactyla","Cervidae",1,2,1,0,1,0,0,0,NA,NA,"Mazama_chunyi"
"178","Mazama gouazoubira","Artiodactyla","Cervidae",1,2,1,0,1,0,0,0,NA,NA,"Mazama_gouazoubira"
"179","Mazama nana","Artiodactyla","Cervidae",1,2,1,0,1,0,0,0,NA,NA,"Mazama_nana"
"180","Mazama pandora","Artiodactyla","Cervidae",1,NA,1,0,1,0,0,0,NA,NA,"Mazama_pandora"
"181","Mazama rufina","Artiodactyla","Cervidae",1,2,1,0,1,0,0,0,NA,NA,"Mazama_rufina"
"182","Mazama temama","Artiodactyla","Cervidae",1,NA,1,0,1,0,0,0,NA,NA,"Mazama_temama"
"183","Muntiacus atherodes","Artiodactyla","Cervidae",1,2,1,0,1,0,0,0,NA,NA,"Muntiacus_atherodes"
"184","Muntiacus crinifrons","Artiodactyla","Cervidae",1,2,1,0,1,0,0,0,NA,NA,"Muntiacus_crinifrons"
"185","Muntiacus feae","Artiodactyla","Cervidae",1,2,1,0,1,0,0,0,NA,NA,"Muntiacus_feae"
"186","Muntiacus gongshanensis","Artiodactyla","Cervidae",1,2,1,0,1,0,0,0,NA,NA,"Muntiacus_gongshanensis"
"187","Muntiacus muntjak","Artiodactyla","Cervidae",1,2,1,0,1,0,0,0,NA,NA,"Muntiacus_muntjak"
"188","Muntiacus puhoatensis","Artiodactyla","Cervidae",1,NA,1,0,1,0,0,0,NA,NA,"Muntiacus_puhoatensis"
"189","Muntiacus putaoensis","Artiodactyla","Cervidae",1,NA,1,0,1,0,0,0,NA,NA,"Muntiacus_putaoensis"
"190","Muntiacus reevesi","Artiodactyla","Cervidae",1,2,1,0,1,0,0,0,NA,NA,"Muntiacus_reevesi"
"191","Muntiacus rooseveltorum","Artiodactyla","Cervidae",1,2,1,0,1,0,0,0,NA,NA,"Muntiacus_rooseveltorum"
"192","Muntiacus truongsonensis","Artiodactyla","Cervidae",1,NA,1,0,1,0,0,0,NA,NA,"Muntiacus_truongsonensis"
"193","Muntiacus vuquangensis","Artiodactyla","Cervidae",1,NA,1,0,1,0,0,0,NA,NA,"Muntiacus_vuquangensis"
"194","Odocoileus hemionus","Artiodactyla","Cervidae",1,2,1,0,1,0,0,0,NA,NA,"Odocoileus_hemionus"
"195","Odocoileus virginianus","Artiodactyla","Cervidae",1,2,1,0,1,0,0,0,NA,NA,"Odocoileus_virginianus"
"196","Ozotoceros bezoarticus","Artiodactyla","Cervidae",1,2,1,0,1,0,0,0,NA,NA,"Ozotoceros_bezoarticus"
"197","Przewalskium albirostris","Artiodactyla","Cervidae",2,2,1,0,1,1,0,0,NA,NA,"Przewalskium_albirostris"
"198","Pudu mephistophiles","Artiodactyla","Cervidae",1,2,1,0,1,0,0,0,NA,NA,"Pudu_mephistophiles"
"199","Pudu puda","Artiodactyla","Cervidae",1,2,1,0,1,0,0,0,NA,NA,"Pudu_puda"
"200","Rangifer tarandus","Artiodactyla","Cervidae",1,2,1,0,1,0,0,0,NA,NA,"Rangifer_tarandus"
"201","Rucervus duvaucelii","Artiodactyla","Cervidae",2,2,1,0,1,1,0,0,NA,NA,"Rucervus_duvaucelii"
"202","Rucervus eldii","Artiodactyla","Cervidae",2,2,1,0,1,1,0,0,NA,NA,"Rucervus_eldii"
"203","Rucervus schomburgki","Artiodactyla","Cervidae",2,2,1,0,1,1,0,0,NA,NA,"Rucervus_schomburgki"
"204","Rusa alfredi","Artiodactyla","Cervidae",2,2,1,0,1,1,0,0,NA,NA,"Rusa_alfredi"
"205","Rusa marianna","Artiodactyla","Cervidae",2,2,1,0,1,1,0,0,NA,NA,"Rusa_marianna"
"206","Rusa timorensis","Artiodactyla","Cervidae",1,2,1,0,1,1,0,0,NA,NA,"Rusa_timorensis"
"207","Rusa unicolor","Artiodactyla","Cervidae",2,2,1,0,1,1,0,0,NA,NA,"Rusa_unicolor"
"208","Giraffa camelopardalis","Artiodactyla","Giraffidae",1,2,1,0,1,0,0,0,NA,NA,"Giraffa_camelopardalis"
"209","Okapia johnstoni","Artiodactyla","Giraffidae",1,2,1,0,1,0,0,0,NA,NA,"Okapia_johnstoni"
"210","Hexaprotodon liberiensis","Artiodactyla","Hippopotamidae",1,0,1,0,1,1,0,0,NA,NA,"Hexaprotodon_liberiensis"
"211","Hippopotamus amphibius","Artiodactyla","Hippopotamidae",2,0,1,0,1,1,0,0,NA,NA,"Hippopotamus_amphibius"
"212","Moschus anhuiensis","Artiodactyla","Moschidae",1,NA,1,0,1,0,0,0,NA,NA,"Moschus_anhuiensis"
"213","Moschus berezovskii","Artiodactyla","Moschidae",1,2,1,0,1,0,0,0,NA,NA,"Moschus_berezovskii"
"214","Moschus chrysogaster","Artiodactyla","Moschidae",1,2,1,0,1,0,0,0,NA,NA,"Moschus_chrysogaster"
"215","Moschus cupreus","Artiodactyla","Moschidae",1,NA,1,0,1,0,0,0,NA,NA,"Moschus_cupreus"
"216","Moschus fuscus","Artiodactyla","Moschidae",1,2,1,0,1,0,0,0,NA,NA,"Moschus_fuscus"
"217","Moschus leucogaster","Artiodactyla","Moschidae",1,2,1,0,1,0,0,0,NA,NA,"Moschus_leucogaster"
"218","Moschus moschiferus","Artiodactyla","Moschidae",1,2,1,0,1,0,0,0,NA,NA,"Moschus_moschiferus"
"219","Babyrousa babyrussa","Artiodactyla","Suidae",1,0,1,0,0,0,0,0,NA,NA,"Babyrousa_babyrussa"
"220","Babyrousa bolabatuensis","Artiodactyla","Suidae",1,NA,1,0,0,0,0,0,NA,NA,"Babyrousa_bolabatuensis"
"221","Babyrousa celebensis","Artiodactyla","Suidae",1,NA,1,0,0,0,0,0,NA,NA,"Babyrousa_celebensis"
"222","Babyrousa togeanensis","Artiodactyla","Suidae",1,NA,1,0,0,0,0,0,NA,NA,"Babyrousa_togeanensis"
